p_id,owner_age
23548140,351
1939069,113
1368727,1284
16526725,1406
19138503,2
18664,1
16915841,468
9706582,1755
28608087,204
28874704,0
8831272,160
21376737,1500
7353838,1
29075061,191
545190,0
13700242,1
27408632,0
6832230,940
506775,84
35916522,1573
15853596,855
26021441,246
31062460,8
18826645,1521
17909355,1151
2475935,234
24590732,0
505325,610
5818935,553
11131924,1056
5008179,1252
18609200,1249
2547106,153
34373913,187
36565466,579
2338297,1
38220991,4
38452360,1986
14263530,7
342214,587
37769186,816
42467953,653
41034175,1770
3237611,0
6421371,120
10350181,477
4186008,1780
17657453,1413
32635865,894
5852033,392
43293519,0
6140555,306
9274409,77
18040725,0
30508811,31
13603392,258
27415955,309
2453727,526
10389046,1032
16100218,1653
21420143,3
26130764,242
18931465,434
19619968,165
26423243,0
21856048,0
366561,1056
18043380,0
18043508,0
10942193,276
26462723,1143
16544728,219
8132358,1
20680206,68
10126525,0
30737715,425
331241,447
24951416,50
30128359,838
4128418,178
18959726,623
7106927,47
29390878,928
9750247,58
7723947,597
3385256,791
25952507,697
1160563,372
18041070,0
22075948,178
29798133,692
22051212,1
30497318,0
17634598,759
19547546,331
13954085,2089
21598764,49
12301204,475
37072951,1302
33048987,98
17026489,584
30483376,1879
28097821,1205
12662198,915
18051481,0
5378644,750
7729510,188
16040270,1362
22102888,118
2765216,9
26564411,118
22185515,101
5671648,3
4922668,720
27159946,449
8893109,0
29783627,860
10467548,1292
17237975,1932
4704834,91
7681110,1567
42243,847
38036211,0
42244976,1132
14353673,752
13814269,1638
872006,1098
22196586,218
1917517,182
20329445,18
16879039,1410
1376845,335
3978219,952
28692920,1793
22111941,1266
19451863,714
8729544,1336
10553661,906
18756242,61
35671584,63
13045947,956
38477552,0
3101625,424
16516286,1732
35256080,1
13424625,705
39977965,428
41764963,308
30220279,1952
11605781,1134
6362094,958
21162357,490
21583903,701
3901917,58
18147855,335
23557391,1013
2236834,674
22170348,2038
29125952,1189
14392174,67
19963884,0
8497507,425
19935555,986
25391241,874
17473956,479
15131885,1256
19983149,458
24142379,685
18523483,847
4433472,1572
31811,0
26940410,383
6050129,0
30330616,95
6537466,2
18032821,870
11191983,1203
8823897,1922
322391,0
9962830,9
10736125,39
28139662,314
29007061,3
17543485,440
58995,1025
6379755,0
14815262,504
9182800,1092
19275094,182
6158745,719
114610,1274
474294,0
14128378,1028
11768033,1488
3463406,0
34076173,721
32964783,663
2807002,188
4371090,407
11061455,894
28701009,1206
7769788,790
27523351,463
19261136,354
29152631,0
8543804,899
32127911,2
90583,40
919808,188
1526019,198
19465771,1293
21303050,783
619506,550
19772710,1020
330293,49
34518981,63
35947783,0
33916044,1183
10980928,1738
7429994,4
750351,0
8453456,5
3760989,449
9837861,0
39965869,145
40558610,838
16034784,984
12269579,994
17806532,632
16240982,382
26071520,0
14932621,1
30421372,1264
1952822,779
18780489,2123
23932558,606
10407819,0
32309261,103
34455195,1748
35801395,1737
4265102,614
35192708,642
10448214,1013
5825857,1032
3485476,1410
4297009,255
25092386,1682
28928471,903
17106319,1156
5386283,1046
984423,819
17807199,1123
17822011,335
10089995,7
29719896,89
14647991,5
11355460,143
30958064,0
8650908,275
29738896,559
371018,631
466271,0
15105322,195
16971674,1563
27497374,962
23600250,249
30555135,504
7435345,295
172056,138
12772992,915
25950079,1216
17252970,0
25170577,179
5184660,0
9480824,274
11742091,661
31225850,309
12816319,478
4772960,88
8785,0
7509508,941
24255649,1339
16820,50
12130652,20
10372648,0
8490627,1295
34029946,548
16787732,295
9569998,93
25556421,135
21288787,680
32058892,1824
22261740,48
4636082,1042
12225142,835
81427,1
30316,273
9554915,1240
19879381,81
9053580,55
32708954,2067
3504493,1408
34652214,2493
44459072,0
27318587,1266
7658510,280
14059078,1914
16430077,763
24955220,1093
10585382,845
35643766,2514
14564421,5
12259810,1542
5221904,895
31885605,894
35668897,2117
5591655,206
10151202,535
86871,1324
13724697,531
24141700,74
5150491,489
15733641,0
17984983,6
16605000,340
5720686,119
15781878,1519
25811637,637
6028322,206
19556401,487
16346773,1395
6887781,583
2825407,858
27357815,0
52655,972
20314794,1312
22982030,12
28179398,845
258025,1300
9832471,908
25526180,897
6236641,748
11398862,0
2389412,723
3201097,289
28271891,1579
14051837,8
5596422,661
28481522,295
17112281,158
39238,340
10804004,780
22913667,69
6965851,1235
11392537,0
8785063,287
18655723,700
14532124,124
20428096,520
27697391,303
13014392,269
27058173,2166
1496739,875
28148012,768
37441689,68
18843193,13
32287501,2317
84938,80
21721798,1202
4591735,155
526069,232
1614761,105
29131642,10
30229492,2061
13708036,146
702708,106
35581001,2181
9376756,377
24125441,568
13014542,598
18096397,1149
23011470,700
1600367,449
11226085,450
35096972,0
33295752,397
28011462,863
10317922,0
36790552,1685
12421000,1987
32852987,468
34572029,73
5658647,23
32254877,2166
42490943,323
42929184,71
36262800,1039
7020947,288
8933712,0
354645,56
36668049,362
40985791,82
42334136,164
28012661,395
5059390,352
1963776,1415
13099309,18
753008,154
28308795,85
30329157,278
12832312,252
32088177,1688
15648677,1976
32301410,173
40125802,96
37886407,172
27978,311
37165314,56
161030,304
36680533,2401
20328435,2367
19231477,419
9711819,814
68192,975
3378164,0
17036111,602
20699565,1415
7196149,3
19518594,1344
3908374,622
2199179,8
127536,62
27421691,939
17307819,1891
27025610,867
12915692,1
14025451,315
26861698,0
8356334,10
12984084,26
2924028,1241
22183409,0
9117793,216
4047330,1706
11134434,38
13749833,42
23574312,104
27143871,1582
8714807,938
28525228,33
18737158,759
22084153,41
14685963,1398
27583890,1679
30394730,629
630335,381
28539905,53
13948609,1463
12495859,861
881924,982
10930744,1768
33497899,1112
28742310,2600
14682816,1535
41973,848
25535509,1582
31783932,944
11265330,932
12246643,720
35101689,2
39031477,1491
40372139,1417
40364892,2316
9951736,532
2858,2
9160058,242
13494771,1577
7456172,282
1888424,36
505710,1240
29314481,1097
29538249,1923
9590961,1665
8779633,175
18095541,0
32240522,352
36322092,699
19385261,1249
39581768,167
39535792,1460
12178002,1322
21635177,40
3320788,643
11206466,52
16082389,417
12249509,787
13688399,10
10524096,724
154854,8
4143547,303
27903539,707
22342230,2354
12540849,233
60853,79
17418800,1830
1790360,359
11568156,2377
19751333,801
4931689,1618
16554170,0
27688463,799
21788460,22
21028067,73
12935277,1274
25773926,153
28144669,205
27600538,1095
17066852,171
4510865,939
9997393,149
31094592,1
12689009,475
5587185,7
28304230,172
11600899,1664
3801049,1876
20682396,310
19542149,946
9980578,990
7313423,0
33294973,5
2562980,975
13912447,116
8019321,379
12708667,210
6910782,829
36939994,5
36383756,378
8228671,500
872824,1621
7411692,123
13056836,1542
15993022,324
497180,667
16699208,2071
217230,1175
8852933,183
5701250,0
38666586,979
37698272,0
38155943,965
12464771,21
16971284,96
25002449,852
6026338,1332
25019048,252
12701398,374
3765893,60
11369792,1576
32745270,0
21575262,1726
8251796,231
19384230,566
42340619,0
36176,263
12222717,1172
25961554,120
20792601,1717
30140901,201
344570,483
16738862,211
6609862,1005
11293401,303
29663916,905
28738970,530
3561555,581
13112172,13
7041410,241
5723396,0
3809766,1068
2259584,1563
20931355,1278
6084574,1267
11060040,1193
12680247,1457
10835938,265
9938199,13
305350,13
14852592,92
24972767,809
944354,276
3447170,675
31459020,9
17775044,0
115705,317
12154584,168
13455046,0
12302146,873
1371575,75
25800232,1523
5157139,1053
96564,314
14323197,1816
31229327,413
30714120,1756
28300346,1227
21803190,14
5395829,170
12222714,1172
157294,0
7307825,1416
3524341,335
20501085,1037
21341738,2029
21414171,0
22290404,689
13465512,689
32797430,1163
4165518,194
22127123,728
31155453,1774
28866262,231
10288016,403
17077878,686
2309690,361
3614568,1259
36521114,0
6264332,276
6976114,1004
9224099,753
6249784,60
40288970,701
38537183,1878
35742440,507
742265,869
16383664,84
83973,188
13627520,0
22116556,185
32090767,728
2599868,91
5242057,0
5957795,1650
5467807,1198
20734043,1712
23544622,125
17359965,363
21022303,1222
29740499,529
13873039,220
4701329,1631
4432668,370
16045981,632
18875991,116
5494681,707
15325438,838
11277246,1054
27390506,7
26455543,22
25006069,943
18552620,245
27364745,820
11214661,411
22677904,1701
712654,0
5431829,666
29849936,9
4096286,1649
7953971,242
11807334,965
314959,170
10166624,0
3381769,1044
20810661,851
25689,0
3491201,512
8166983,195
26150423,496
5545195,106
13442839,11
20079627,10
10468710,1080
10514598,1196
21054255,280
64640,290
18572305,112
18664779,1500
20017186,859
17554847,1712
10232450,1353
28556321,1202
5451719,89
386732,1001
26260319,395
627107,197
440424,932
17479549,358
37408889,78
35097332,52
6073451,473
31446339,772
4678677,320
2941175,488
31052659,1017
3634,483
9060573,299
10967365,1
23165175,1
33309168,4
22073967,1430
8774373,927
12946097,235
28884266,26
13112497,423
19442998,1619
9969441,292
1594772,149
8275915,0
32434675,1307
39165312,0
41188217,25
34997060,132
13426096,639
9758118,44
5881764,564
44415,0
796986,890
2297246,301
17083930,1884
6664523,845
8497843,37
4346610,0
4737476,393
6916508,317
12453826,385
37805478,350
7825752,77
5773,48
58453,488
37680533,896
41551600,1448
31502246,0
10799277,913
28563782,704
5987474,2
22254445,0
30261393,20
31284229,0
12349485,969
9482743,947
17592409,135
357151,98
11352385,53
3575152,61
12760518,671
13505253,7
16165313,15
18051350,105
3449251,3
26375632,467
11032906,690
17446839,779
15324652,0
20813627,11
15115012,1403
4939182,842
9794751,123
30162286,970
26590570,107
12123661,1575
15998391,14
25859813,815
30098107,1927
20084248,360
13338450,931
866190,782
21504068,1268
16800260,405
18328802,805
146928,0
14091,88
33406043,1022
33046667,48
35461675,1
15852612,487
618902,698
29496751,919
10885937,2
19336289,17
30842405,1773
14264175,1988
34022021,660
5335859,359
42826619,85
7320256,3
36863142,600
35690413,1296
59756,281
40524247,1211
8019007,956
20608080,17
3407634,120
5041737,11
30474117,991
5198434,0
1617274,700
32010625,997
34116206,547
5640587,968
37662520,1
35306757,1850
5680820,365
5939021,1149
32412186,874
8671624,966
2305399,195
13919142,369
6150350,15
11367,520
9736179,703
11757481,191
19007397,468
4099003,323
9745314,1025
18255756,710
19128017,764
6012497,51
30320973,990
28223231,1
15280533,354
2778630,11
2855184,11
22462001,1
30058450,444
17580941,67
48437,1224
20522487,102
29122730,58
12405528,158
12272684,14
7030958,860
30985793,48
4484772,636
11550931,1947
5751853,1186
20101681,1923
1937691,0
13490121,1529
6285375,1074
7647942,89
34091928,0
28218422,78
219996,465
28112199,1608
30975065,782
3929178,986
8671378,1002
19042987,287
14776864,14
12343385,469
25857104,1438
14242180,2017
12934814,189
4377291,21
76849,0
8497488,572
22057712,1471
11517555,866
31188594,1470
22051606,422
13523765,0
4021878,250
1466912,592
34382708,10
33030064,2027
10568366,426
6315870,96
5210503,828
15169051,1479
6055356,884
2167343,733
15833356,46
95043,200
13951469,777
1251235,340
34341710,271
10567242,225
37315198,594
41112791,118
41020451,2739
26663170,256
17178050,8
29210985,1531
18582200,1
5568906,275
12919591,81
623608,556
7322551,1149
29196532,115
21778424,915
25959443,719
2213109,767
4666518,1013
14402947,0
3986891,0
23436692,425
9820171,0
8578291,455
11307819,309
21115881,1286
12467907,0
3487511,1
1016488,516
11593566,459
22214347,174
19110749,1
13467197,968
16998742,1041
11490298,463
99712,6
9630360,548
31375520,466
26933465,184
29957935,1226
8068902,502
2253939,2
17134688,796
22277547,512
2890871,8
20274080,1518
16503663,2116
95317,0
1377969,766
26367146,0
17953575,767
13597353,26
25501205,0
28902366,1414
30904947,1008
30099715,2602
15959799,131
5891450,815
8105847,705
25871,76
21832413,833
24919975,1823
11491038,293
12737286,1145
12391263,674
34042647,927
33066058,891
6954286,650
34752206,628
10891851,4
10891858,4
10892160,4
36650847,903
34867574,578
19287117,83
16906509,1129
26511493,1634
4581260,0
2698316,153
1845271,627
7034500,76
8962533,807
32815412,1333
255928,612
87110,831
37959604,0
35179649,295
10891915,4
11332630,426
39137883,23
2898333,473
13462246,995
27305814,137
17326952,15
15495099,1096
11700035,1025
26603883,1725
30003976,1808
10088157,1091
4932957,0
17470923,1022
24130565,1056
5181018,19
3947490,0
11754955,26
606980,598
6078052,1211
78603,0
279716,428
15987714,298
11077982,542
11141050,172
27638675,343
21785981,645
28102301,1479
8115122,881
572151,603
4492470,1220
25157863,777
4029302,423
33232163,475
15846630,928
14433483,1000
8148893,360
27507208,923
19665694,450
5028450,0
32955779,8
34174729,491
19199004,617
467896,0
22059614,1720
12525125,1138
34213123,688
32213688,1284
16046388,988
11426967,974
213121,543
25249591,2531
31267721,907
9575048,307
15189624,213
24926252,14
11037924,955
11643506,49
295322,1
36433084,1835
12753681,1365
7356611,936
43010104,0
44364678,73
43194568,151
37595264,2280
88082,376
22104453,1482
34622210,766
1412159,442
6355102,1102
40580123,71
19562380,55
11219432,385
9188751,753
31472310,1528
12170184,479
6445189,20
14071366,298
14501969,29
12093373,604
10051497,1482
29041477,1645
4124419,989
16840842,192
10187106,0
21671101,101
156829,31
10151182,982
15901009,149
9010262,1213
7454695,73
9549136,873
12990848,967
12442153,607
7294158,234
29081298,63
8241595,307
214648,180
13743027,1398
15409065,205
13400769,1048
114184,50
12492679,268
17385743,3
27667332,905
7357646,586
10184508,4
32038423,118
20078194,958
15872934,1095
13891599,414
23737360,1008
24580980,1598
27381729,597
22091266,5
31932053,16
2651187,1229
9840750,1912
16426032,1
3576615,40
37457157,159
29629209,645
14995122,2170
8216900,0
10594275,1548
10593683,708
2277805,1493
33841906,1276
7666414,0
34309836,1043
6589824,0
8548603,109
38913525,0
15151308,144
426738,836
26636228,294
12868412,624
32030316,333
33655283,16
39992842,115
39117709,114
9156500,136
40108,154
44211852,1488
6620350,151
18579293,589
755003,352
20860394,99
26233282,10
31291548,1
30471230,1142
7288077,0
11625968,1240
31665023,2007
18097910,2063
14745257,169
5849614,1308
29144571,194
27145313,46
8613693,7
3482593,1
11428850,1871
11840199,1347
864635,0
10140107,1661
28931678,1036
7349674,318
5482842,694
29346433,315
1542566,7
5939298,374
20008511,481
11612073,1076
13761657,259
31275487,1095
8012846,55
6728793,356
28895502,1927
6897352,93
29963551,276
681729,510
3235578,286
10517247,1713
236696,726
11203443,1042
10202991,149
24449898,0
1396238,58
7272042,6
10422870,1711
27638933,653
16498845,1297
7455844,77
28735584,67
24173039,1038
5308979,11
11097958,2025
11313420,495
3752172,1083
8461161,15
10312907,689
15660767,374
37327835,601
19347264,499
19259620,0
3819195,345
17657489,143
12142424,0
15263746,919
12539407,601
17174802,147
29735084,30
31725244,0
37329560,1135
12878397,1027
10548639,0
10157218,1293
13948246,332
24549956,359
6075127,646
19411937,733
16913507,898
5525924,193
35399,382
8319446,651
35113370,117
9896221,765
2412863,1025
43173255,1372
9831982,1409
34002609,292
572108,81
42748580,884
39823942,562
10976512,276
28954629,1400
811061,104
4294165,83
30440118,1043
886699,770
27741366,7
17924030,40
29127780,316
19406586,706
3687918,80
35932070,1563
34205321,96
32975120,1371
3206766,0
29693326,1
42861026,0
35817538,333
2433330,49
13444789,0
7537166,1064
32610760,64
11429830,1004
22569664,843
7377540,1
9776780,1135
9865303,997
7304822,1569
22091839,0
12526095,0
22071694,321
20181396,9
22613643,726
23680170,1171
13728108,12
29203763,0
28416237,0
15306289,54
23536438,2201
25246931,144
15483243,0
328396,601
158249,0
9385601,0
7349320,593
11681797,384
13070456,599
10186929,925
25102000,120
64654,522
660406,0
9758408,1340
5019045,2
21353511,35
12996089,71
21921633,1354
6498851,1215
8290157,117
42446,9
30967502,1380
893756,532
19023271,337
5652782,1080
15264431,1274
42767513,471
42383298,0
5156013,1983
5030178,519
29794935,57
30181021,1819
10815419,203
30070819,982
28515798,1083
36514970,54
36559483,13
14078159,1632
3277438,41
37915016,2092
470083,734
25026937,107
10317526,0
30150826,1126
12467224,365
6043301,8
18084848,914
18988097,292
11413936,1891
17980132,497
30078102,19
21240247,630
18387128,770
5644878,373
28727970,955
20015782,104
67392,618
29169439,620
9940530,1033
2859294,591
12128126,631
28610628,1266
13547,54
24939647,1136
28071136,437
10276810,758
17195182,1908
19499165,50
2881824,492
7002205,891
6896238,1725
2775528,189
12075993,112
26178304,876
17413804,77
16881792,866
7371210,674
1581408,1040
11361196,18
37482930,608
35976504,584
130952,465
11038849,772
15169110,1252
18852062,424
9723596,311
3659835,21
6305258,981
29234280,83
17417144,2274
31262885,369
27355984,1712
3888541,788
33528124,18
32249861,365
8519743,716
240018,1058
7820546,187
2608359,739
17916899,1841
20822438,47
28475320,1493
29953406,509
33288617,1000
35567402,612
33000760,169
33948378,1042
35689958,70
8081185,330
11366359,82
35195120,0
32629,513
44014631,963
11345126,1427
11737,188
9216472,212
12248673,0
8461129,1148
19012902,1185
10461121,1808
19955073,1443
6367763,1699
9059921,523
11702285,136
27423847,29
3655600,456
13928465,741
549433,427
19406779,1
29321851,1210
9374348,859
17279927,9
20840570,7
18832382,103
29813662,97
24781995,10
30057839,473
4563594,42
1614596,0
27491285,661
2799982,7
25560516,0
6579917,452
27115631,740
31681182,0
8309452,1233
6130685,813
10994841,1361
12307729,148
8920758,798
26052544,0
15144500,301
1957746,407
13646634,1
29730612,1046
19001103,887
26158615,136
4961783,707
15977385,724
17963849,127
37501019,252
31948191,758
15550781,1
13850966,11
21764800,1865
6848248,214
17599375,1
13735289,1601
27392671,378
43424,1219
1475804,934
26421697,104
11286408,903
12482203,991
11552308,1393
596175,384
17714688,0
31740125,55
17154398,115
10505169,564
110091,754
1439955,94
1036386,33
42695940,354
20603913,1577
897193,743
25289616,1815
14153809,1519
19426977,345
6614,693
7643323,737
2800293,284
34760609,158
37611522,191
41747571,270
3460272,1004
1436894,0
37817869,1117
9214561,341
7406855,0
51231,492
12122545,288
9690735,1449
851770,317
3499240,425
18220240,556
3703347,1
18577610,21
18640313,666
12119060,241
7089103,1917
568192,788
6787006,1
29636758,4
30560852,1000
27168713,138
20840733,1512
2738094,0
12333,70
8064633,833
20671849,458
10211724,1114
130027,6
4933317,19
29096476,0
10994042,440
17281777,1390
17773222,1529
22116236,1366
13459089,566
13058589,1894
1685638,973
6794769,576
27288751,8
31729036,1
29834685,9
28701088,51
5192995,247
21283579,650
26165016,2647
1145460,579
4823839,140
12595181,100
34833847,696
39107,695
32278895,258
42161967,311
41423138,27
6561991,345
600701,522
2261116,66
15438507,13
15812816,132
29703400,1
10390855,314
16587553,1402
20435227,1183
6705879,186
6939059,233
33256435,704
35254632,516
35691891,1076
34349410,1209
34358025,210
7956584,771
44266520,10
41410699,1418
32187238,0
4612488,538
3212172,257
31487580,599
12162919,70
26474083,2472
24625192,696
16334006,884
41629,57
27587522,411
4061186,0
24272910,1106
14980789,908
31447024,1960
7338619,498
6708562,0
17202252,1091
11681540,118
27436094,747
8834276,952
30657931,344
17374423,709
5479729,1484
27617768,523
8105861,13
3845314,381
23794766,1488
30733779,351
21165137,0
17834155,1284
3644401,0
28066274,19
14093516,549
18455112,186
27010253,1595
22643324,1665
973949,62
13893082,0
5335400,931
21121645,92
16879522,1206
21255871,36
11045433,0
5773682,123
29221457,648
8267506,145
14168014,397
4535077,34
11315049,1087
7092968,1297
32846414,616
8259686,0
27951387,1872
1583390,321
9012682,914
25215125,1332
22072064,0
13678142,6
32332215,1629
3207748,118
13982027,1794
10945333,1153
28373650,1336
29116838,259
31805960,253
31798374,0
681137,0
34955420,0
11707687,0
2762242,847
11625329,864
19691196,775
953355,277
11573275,682
9470750,943
35347822,99
1966075,54
43273551,2037
39429388,154
7934714,332
30007491,250
13479921,647
9631304,125
29627088,0
5931121,44
3036938,10
29107750,433
31668413,100
6172169,1209
20149122,431
3798304,526
11515455,0
14782456,432
19928527,315
6022674,1734
27361018,300
6420988,1753
29970665,375
5693334,749
5056122,1637
3306101,157
8426318,1911
6947806,772
8210176,1528
8069981,585
4917438,202
5089347,405
1981075,809
17407818,2176
22050836,350
3760759,87
17045371,141
30426231,0
18019392,903
18714354,0
9004362,964
12657318,307
26630280,0
1849596,595
10979614,404
12200263,830
275804,611
452854,1162
17083678,1411
32000114,13
131407,1372
811614,370
25635209,1381
11161631,977
9450591,912
8276,328
15700170,331
4738045,0
3346985,1542
12881541,1
34991326,569
29705006,78
6963885,914
14542899,1233
12213340,2113
30486775,1770
6333177,1085
35118477,561
9437923,1707
6073153,316
40289727,1948
35176452,900
37805165,1021
38877658,1785
12016787,1033
6895604,1062
7081696,764
3592512,613
10052266,1710
11144703,83
29209966,1
21446796,223
16667718,2280
1524939,0
37422770,142
37133355,980
7730282,1323
31934259,722
717244,0
4242362,1460
30630138,1235
19900249,1523
9641994,387
10804720,403
15892702,36
554496,189
31241203,4
135686,549
22096835,692
24915639,0
22825601,1144
3519441,1002
29721971,81
18838120,758
31472761,475
18555933,71
15961737,367
24534038,284
102816,2
20542805,75
18066510,243
16913149,78
20699242,1133
3416169,0
9709843,45
11802600,89
21941871,331
15437580,546
17000061,1160
15996875,11
22177080,2050
4186152,72
3915721,1138
29245285,282
4325276,0
286206,1061
33340526,1325
6275680,1178
4832015,574
30285278,1579
30103159,2856
26329886,617
303071,76
20380784,796
415132,417
32883254,0
17071992,530
14028528,1709
8548096,227
7830898,178
4985004,219
22068179,1084
34538614,357
10343244,653
35044306,0
33366985,57
39579585,2007
38680531,1271
34826010,738
1379152,596
5042611,772
2489456,0
4155125,698
37912356,356
43152526,2951
33581273,0
3541322,523
20335,159
41382460,293
8595840,365
19798930,126
12453037,269
13700121,4
11357250,519
5516042,256
16124814,975
26014963,512
6743473,939
9044305,1714
16199524,259
9820949,0
29916885,452
118,649
31584359,1514
5992714,1429
123158,26
15726917,226
16110399,797
18100476,1249
3138655,5
8751600,336
5756768,1
29201625,0
14704669,619
11092129,97
15609316,1541
23365859,0
29569273,768
25629644,996
7854247,294
17628470,1091
27444461,21
27874577,126
12883153,1168
24933692,875
2809439,362
18471470,10
26929410,556
8172580,376
10869594,0
27654003,0
6264660,749
29075357,4
35894934,255
18404198,29
17642586,32
51434,97
13105140,0
26723650,992
15729507,1513
22233035,0
4583595,1127
4596667,460
10928425,161
30475389,195
20512227,2599
4700601,435
14435979,161
36852486,549
35283939,1436
32183355,1652
17426741,962
11095179,37
3830017,22
12806205,462
11852200,2250
10306154,49
1223086,66
12983991,1212
23624298,1
11496238,417
20786800,171
36530080,1361
33882840,784
36564488,235
61494,411
33845363,206
40478646,631
40812484,1963
20027924,223
10215855,739
16542478,808
9973513,554
19692643,1374
19760303,996
19467400,120
28451465,15
7214587,277
3003285,545
979887,0
28889105,786
8256352,1831
23040287,961
10251030,271
5987910,595
18281626,805
30939387,792
16667848,31
16633386,1123
12631718,0
22358511,90
17739012,508
9875511,0
13822268,0
20082966,759
20957432,124
14508410,692
398582,612
7299855,644
31054496,682
22083686,107
11761903,215
3477101,500
7581678,3
13793436,293
2444713,0
10228810,189
26813021,1256
4637667,842
22122393,550
25207533,0
16441913,88
24824249,376
8614925,659
19586844,197
13193,384
5497565,1587
27629491,136
6610297,1117
11116144,1140
5844403,695
9693482,1275
3570624,1465
491384,332
18478810,1305
9922635,1708
2788681,0
26753915,212
458579,554
7657439,425
76771,257
24186021,0
35952044,0
10357062,98
2650332,1
22158260,831
16876201,1848
17145918,407
2866359,266
29744221,0
27004660,400
30806701,725
35564570,939
11579548,4
3242163,309
39688149,1392
14013590,301
10371379,136
11293447,540
34539008,130
3284720,1166
537241,135
26972869,1239
13558388,2287
10370106,0
3839453,1823
13693738,2013
34486293,992
6195533,119
33300388,837
10892257,917
5563866,13
8024250,543
34580236,1476
207877,7
15414404,11
4745726,982
36867286,34
43859887,39
22325942,821
6061800,575
2821329,259
4530847,118
9696476,0
17779534,733
31478736,167
1948302,199
10356722,0
4195670,411
11774866,796
18324028,541
4529139,180
2478406,593
16288576,261
8498241,0
25068469,964
25657818,2
21277626,2422
11205771,72
9417183,528
24495734,0
2632933,56
22083092,438
30742079,1003
2342058,477
10181927,214
13715051,1384
12573201,282
23725998,1368
29987563,503
8742403,974
793102,454
9347164,25
26648267,0
14991158,612
7586785,925
26178960,1322
11577595,205
33595005,537
35451518,115
11812798,237
21655763,0
16825254,1010
3065225,782
31499503,1246
20896014,1026
32918027,1146
2325717,308
15006970,346
10176740,1
6027988,1463
334,106
17322677,716
10811371,0
2840249,946
30836183,476
33160479,3
31850185,319
33948568,1300
27409584,216
34590634,387
4128617,424
17332086,438
100063,0
13386304,862
44230943,0
43300280,1689
8500650,333
30752183,511
9022231,2009
13148813,680
4197550,13
8529523,399
148335,0
29213196,1175
34552785,39
6225019,299
4824943,134
14715677,871
33565851,55
2668028,848
5036599,363
13507441,1912
31029844,4
14263516,411
1487040,907
7754177,21
10296996,1374
2419501,484
18234882,2000
1547163,526
7467255,1627
11326100,295
13684523,243
12601806,347
1504302,691
8176865,826
2957797,1016
975815,526
31028048,38
489176,652
4283701,714
503760,526
29365338,0
15489722,568
30308040,580
3437205,136
3004547,0
10906129,1006
9003481,634
9776709,0
150014,527
9334479,1839
2474757,0
12583060,424
18879980,847
3237741,59
13443348,589
29386794,1144
34429182,501
22358979,249
17010546,622
9398293,858
27641451,14
33225807,362
37408339,1048
8856352,1336
5552615,928
4232304,534
1713,795
30873378,132
6429758,1096
31362798,819
28221569,1634
6415785,1002
8332620,2
39071272,626
44200211,2762
38849861,518
40217163,609
844525,232
5105331,1629
9005908,548
13877488,471
225703,59
9155786,1330
29843748,238
9777269,1435
24131925,82
6107528,634
33966562,166
32133221,1461
9907787,0
13665027,916
2467390,162
43212315,316
32765730,843
4943223,230
35892183,1305
17454367,2294
20102483,768
26976588,294
10556743,93
7214378,1281
12772519,284
22319091,748
27545807,143
14430182,479
1509288,69
14774331,109
25184210,567
30393095,448
1945369,473
17740125,1009
17979052,931
14192699,187
25046963,99
12462701,0
12597963,0
4611496,0
3584183,155
9383545,43
4546939,246
22135883,726
9556290,713
13621969,143
4631249,876
3163345,536
31186839,669
21733089,326
20718445,339
5128285,402
22867853,435
1179015,529
30115068,368
25449323,43
15689336,14
19317464,200
3328698,1144
10441177,1329
12222932,141
30513879,362
15813969,196
4450951,1279
24583560,631
15335918,484
9588061,343
32118476,266
7665787,0
3226598,229
12409006,722
111014,0
27096534,853
14739497,0
16552228,241
8972293,944
22091817,2473
24953520,442
6915691,406
12494453,1957
37536038,1679
36621725,1178
3821359,488
41575779,1499
36466370,0
3686691,0
21718512,0
4100367,1140
2734188,170
29056266,738
21141138,271
12222999,660
33184665,423
33049703,11
13575521,783
563829,1
34635411,1265
38427317,2067
25703,0
3496285,195
40450549,266
40327333,9
10114344,1142
24478677,342
7323076,227
11458522,641
25860913,740
28825631,348
39370,0
28197983,652
12735400,135
10247424,112
2287486,873
6401643,334
22041744,1702
9055401,1893
2965780,3
12446079,553
5852416,29
3181089,175
6987161,0
20873441,359
27994536,263
10938877,1737
19571762,1466
15269358,364
9702233,43
3526441,956
18580654,453
25367757,0
8899063,1736
11725751,66
30638310,1056
39983,0
24127835,16
20861515,271
2982908,0
30262927,1893
13748458,1481
30287645,359
8621521,298
31674487,213
8891600,412
22091460,207
1925402,2
777556,563
16121691,0
19876222,1052
5050676,32
33898599,382
18201889,1
4009231,99
24668817,62
22587455,0
3058100,88
12837802,678
18885402,479
32277927,26
35331638,0
11204413,0
41024421,598
36292650,314
34828125,20
39568698,918
43331056,740
1000133,864
31117110,722
16548746,1117
31537203,1472
30569021,38
7098239,1339
24307621,854
7692254,120
30895519,1
12725901,3
17189026,1572
27295599,2061
29569593,2038
18946091,776
13545579,1990
6568162,911
20631104,1675
39516037,918
1998122,326
32891172,3
37282882,437
29441771,1021
18316017,695
24425723,4
7826920,1278
22095077,1281
22426091,1441
31037396,1275
27586104,364
5930483,0
29569246,603
15877666,526
125897,0
8819924,64
4843598,0
6017853,34
15492993,1879
31396444,1134
28153185,364
10800926,534
7617809,1190
30746875,78
